transaction_id,client_id,transaction_amount,transaction_type,transaction_score_from_business_rules,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason,triggered_rules
509,19,3408,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
510,19,2109,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
511,19,4642,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
512,20,4684,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
513,20,19212,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
514,20,4635,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
515,20,2514,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
516,20,2976,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
517,20,3464,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
518,20,2621,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
519,20,4370,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
520,20,3785,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
521,20,2795,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
522,20,4586,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
523,20,3774,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
524,20,4430,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
525,20,3846,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
526,20,3752,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
527,20,3286,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
528,20,2299,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
529,20,4188,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
530,20,3701,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
531,20,4386,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
532,20,2190,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
535,20,4888,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
536,20,10583,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
537,20,2405,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
540,21,34587,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
546,21,3753,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
550,21,13875,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
552,21,41216,Withdrawal,2.6,-1,-0.3200951546419447,100.0,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
562,21,45301,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
584,21,2637,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
589,22,3506,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
592,22,35070,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
597,23,38692,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
602,23,10959,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
628,23,26487,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
638,24,2583,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
640,24,46269,Withdrawal,2.6,-1,-0.3200951546419447,100.0,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
641,24,19584,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
643,24,23681,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
655,24,2251,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
663,24,39458,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
675,25,44508,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
676,25,18526,Transfer,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
677,25,46811,Investment,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
679,25,46214,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
685,25,4692,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
700,26,3399,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
701,26,3778,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
702,26,4809,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
703,26,4793,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
705,26,2287,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
709,26,3968,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
710,26,2157,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
711,26,4341,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
712,26,4778,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
721,27,25747,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
725,27,20603,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
736,27,41947,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
741,27,35634,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
742,27,19238,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
743,27,4915,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
744,28,3503,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
746,28,4611,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
747,28,3888,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
748,28,2367,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
749,28,3653,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
750,28,4053,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
752,28,2728,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
753,28,4899,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
754,28,22431,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
755,28,3000,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
757,28,35996,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
758,28,17719,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
759,28,3922,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
761,28,4832,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
762,28,3095,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
763,28,3300,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
764,28,4304,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
765,28,3172,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
766,28,2310,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
767,28,4224,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
768,28,2012,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
769,28,4214,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
770,28,4345,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
771,28,3256,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
772,28,3290,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
774,28,4981,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
775,28,3402,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
776,28,2727,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
783,29,31441,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
785,29,40870,Investment,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
786,29,2349,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
794,29,13185,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
796,29,2102,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
798,29,45146,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
802,30,15783,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
803,30,18223,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
804,30,40956,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
808,30,13131,Withdrawal,2.6,-1,-0.3200951546419447,100.0,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
813,30,4560,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
815,30,43866,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
821,30,41460,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
839,31,16437,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
842,31,15056,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
848,31,34900,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
849,31,18571,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
853,32,4396,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
854,32,48603,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
855,32,29429,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
859,32,2219,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
866,33,41839,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
868,33,3227,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
883,33,2943,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
888,33,2866,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
891,33,49752,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
892,34,2169,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
897,34,43837,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
899,34,46517,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
903,34,45881,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
906,34,2527,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
908,34,18828,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
913,34,3868,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
915,35,3178,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
928,35,3562,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
931,35,18121,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
946,35,16065,Deposit,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
954,36,3938,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
955,36,4756,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
956,36,4784,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
957,36,39366,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
958,36,4138,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
959,36,2671,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
960,36,2204,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
961,36,2118,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
962,36,4247,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
963,36,2148,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
964,36,4215,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
966,36,2588,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
967,36,4090,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
968,36,4669,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
969,36,42463,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
970,36,2586,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
972,36,2981,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
973,36,3357,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
975,36,4112,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
976,36,3323,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
977,36,4629,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
978,36,38100,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
979,36,3312,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
980,36,27528,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
981,36,2662,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
982,36,3611,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
983,36,4446,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
985,36,34376,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
986,36,4046,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
987,36,2270,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
988,36,13883,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
989,36,4774,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
990,36,2121,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
992,36,3583,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
993,36,3361,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
994,36,2948,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
995,36,41856,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
996,36,2272,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
997,36,4758,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
998,36,2732,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
999,36,21432,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1001,36,34690,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1002,36,2208,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1004,37,35104,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1011,37,32499,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1019,37,3489,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1023,37,3285,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1043,38,37563,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1044,38,25473,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1049,38,2892,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1052,38,2454,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1055,38,2955,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1056,38,24012,Transfer,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1060,38,13931,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1061,38,3743,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1074,39,4482,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1076,39,47215,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1078,39,3481,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1079,39,4491,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1080,39,4939,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1081,39,2687,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1083,39,2531,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1085,39,2805,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1086,39,4943,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1087,39,3293,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1088,39,2878,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1089,39,40718,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1091,39,4625,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1093,39,2435,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1094,39,3044,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1095,39,4236,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1096,39,2228,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1097,39,2291,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1098,39,2997,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1099,39,2587,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1100,39,3207,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1101,39,4450,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1103,39,4498,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1104,39,28514,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1105,39,4740,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1106,39,4460,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
