transaction_id,client_id,transaction_amount,transaction_date,transaction_type,status,origin_country,destination_country
984,36,2718,2025-07-16,Transfer,Completed,Nigeria,Australia
985,36,34376,2025-08-26,Deposit,Completed,Nigeria,Nigeria
986,36,4046,2025-07-21,Deposit,Completed,Nigeria,Nigeria
987,36,2270,2025-09-22,Investment,Completed,Nigeria,Nigeria
988,36,13883,2025-09-16,Transfer,Completed,Nigeria,Nigeria
989,36,4774,2025-07-28,Investment,Completed,Nigeria,Russia
990,36,2121,2025-07-22,Withdrawal,Completed,Nigeria,Nigeria
991,36,2382,2025-09-06,Withdrawal,Completed,Nigeria,China
992,36,3583,2025-07-25,Investment,Pending,Nigeria,Nigeria
993,36,3361,2025-08-01,Deposit,Completed,Nigeria,Nigeria
994,36,2948,2025-08-12,Transfer,Failed,Nigeria,Nigeria
995,36,41856,2025-07-24,Withdrawal,Completed,Nigeria,Nigeria
996,36,2272,2025-10-06,Deposit,Failed,Nigeria,Nigeria
997,36,4758,2025-08-23,Investment,Completed,Nigeria,Nigeria
998,36,2732,2025-07-27,Withdrawal,Completed,Nigeria,Nigeria
999,36,21432,2025-07-19,Transfer,Completed,Nigeria,Nigeria
1000,36,4328,2025-09-25,Transfer,Completed,Nigeria,USA
1001,36,34690,2025-09-22,Withdrawal,Completed,Nigeria,Nigeria
1002,36,2208,2025-10-05,Investment,Completed,Nigeria,Nigeria
1003,37,2797,2025-09-04,Withdrawal,Completed,Canada,Canada
1004,37,35104,2025-07-21,Investment,Completed,Canada,UAE
1005,37,3283,2025-08-11,Withdrawal,Completed,Canada,Canada
1006,37,4984,2025-08-19,Transfer,Completed,Canada,Canada
1007,37,2902,2025-07-27,Transfer,Completed,Canada,Canada
1008,37,3071,2025-09-19,Withdrawal,Completed,Canada,UK
1009,37,2571,2025-09-12,Transfer,Completed,Canada,Canada
1010,37,3226,2025-08-27,Withdrawal,Completed,Canada,Canada
1011,37,32499,2025-07-26,Investment,Completed,Canada,Canada
1012,37,4485,2025-08-07,Deposit,Completed,Canada,Canada
1013,37,4990,2025-07-16,Investment,Completed,Canada,Canada
1014,37,2409,2025-09-22,Transfer,Completed,Canada,Canada
1015,37,2839,2025-08-12,Investment,Completed,Canada,Canada
1016,37,2675,2025-10-02,Investment,Completed,Canada,Canada
1017,37,2039,2025-07-23,Withdrawal,Pending,Canada,Canada
1018,37,4879,2025-07-29,Transfer,Completed,Canada,Canada
1019,37,3489,2025-10-11,Deposit,Completed,Canada,Russia
1020,37,2018,2025-07-22,Withdrawal,Completed,Canada,Canada
1021,37,3954,2025-08-18,Withdrawal,Completed,Canada,Canada
1022,37,4039,2025-09-24,Withdrawal,Completed,Canada,Canada
1023,37,3285,2025-08-16,Withdrawal,Pending,Canada,Nigeria
1024,37,2634,2025-09-25,Deposit,Completed,Canada,Canada
1025,37,3728,2025-09-06,Investment,Completed,Canada,Canada
1026,37,2390,2025-09-11,Investment,Completed,Canada,Canada
1027,37,3273,2025-09-14,Deposit,Completed,Canada,Canada
1028,38,4189,2025-09-16,Deposit,Completed,Switzerland,Switzerland
1029,38,4974,2025-10-10,Transfer,Completed,Switzerland,Canada
1030,38,4474,2025-08-04,Investment,Pending,Switzerland,Switzerland
1031,38,4236,2025-08-29,Withdrawal,Pending,Switzerland,China
1032,38,3961,2025-09-11,Withdrawal,Completed,Switzerland,Switzerland
1033,38,2706,2025-09-10,Withdrawal,Completed,Switzerland,Switzerland
1034,38,2804,2025-09-04,Withdrawal,Pending,Switzerland,Switzerland
1035,38,3258,2025-09-24,Transfer,Completed,Switzerland,Switzerland
1036,38,2439,2025-08-17,Investment,Completed,Switzerland,Switzerland
1037,38,2654,2025-10-01,Deposit,Completed,Switzerland,Switzerland
1038,38,4475,2025-08-28,Withdrawal,Completed,Switzerland,Switzerland
1039,38,2827,2025-10-01,Deposit,Completed,Switzerland,UK
1040,38,4541,2025-10-12,Withdrawal,Completed,Switzerland,Switzerland
1041,38,4118,2025-08-17,Investment,Completed,Switzerland,USA
1042,38,2548,2025-08-28,Transfer,Pending,Switzerland,Canada
1043,38,37563,2025-07-19,Transfer,Pending,Switzerland,Switzerland
1044,38,25473,2025-09-12,Transfer,Completed,Switzerland,Switzerland
1045,38,3906,2025-09-30,Deposit,Completed,Switzerland,Switzerland
1046,38,2471,2025-07-23,Transfer,Completed,Switzerland,USA
1047,38,3829,2025-08-04,Transfer,Completed,Switzerland,Switzerland
1048,38,4419,2025-07-28,Deposit,Completed,Switzerland,Switzerland
1049,38,2892,2025-08-27,Investment,Completed,Switzerland,Russia
1050,38,2102,2025-08-05,Investment,Completed,Switzerland,Switzerland
1051,38,2696,2025-08-09,Deposit,Pending,Switzerland,Switzerland
1052,38,2454,2025-07-30,Deposit,Completed,Switzerland,Nigeria
1053,38,3196,2025-10-01,Deposit,Completed,Switzerland,Switzerland
1054,38,3341,2025-10-04,Withdrawal,Completed,Switzerland,Switzerland
1055,38,2955,2025-09-10,Investment,Completed,Switzerland,Russia
1056,38,24012,2025-08-16,Transfer,Completed,Switzerland,Nigeria
1057,38,4093,2025-08-04,Deposit,Failed,Switzerland,Switzerland
1058,38,4385,2025-07-16,Investment,Completed,Switzerland,Switzerland
1059,38,3546,2025-09-13,Investment,Failed,Switzerland,Switzerland
1060,38,13931,2025-09-29,Transfer,Completed,Switzerland,Switzerland
1061,38,3743,2025-10-02,Deposit,Completed,Switzerland,Nigeria
1062,38,4777,2025-09-19,Transfer,Completed,Switzerland,China
1063,38,2969,2025-10-01,Deposit,Pending,Switzerland,Germany
1064,38,4608,2025-09-25,Deposit,Completed,Switzerland,Switzerland
1065,38,3379,2025-08-18,Deposit,Completed,Switzerland,Switzerland
1066,38,2273,2025-09-03,Withdrawal,Completed,Switzerland,Switzerland
1067,38,4357,2025-07-25,Transfer,Completed,Switzerland,Switzerland
1068,38,3829,2025-08-03,Deposit,Completed,Switzerland,Switzerland
1069,38,3059,2025-08-01,Transfer,Completed,Switzerland,Canada
1070,38,4910,2025-08-05,Withdrawal,Completed,Switzerland,Switzerland
1071,38,2337,2025-09-29,Transfer,Completed,Switzerland,Switzerland
1072,38,3748,2025-07-24,Withdrawal,Completed,Switzerland,Switzerland
1073,38,4806,2025-08-05,Transfer,Completed,Switzerland,Switzerland
1074,39,4482,2025-08-29,Investment,Completed,Russia,Russia
1075,39,2253,2025-10-01,Investment,Completed,Russia,UAE
1076,39,47215,2025-07-26,Transfer,Completed,Russia,Russia
1077,39,2342,2025-09-25,Transfer,Completed,Russia,UK
1078,39,3481,2025-08-02,Transfer,Completed,Russia,Russia
1079,39,4491,2025-09-02,Deposit,Completed,Russia,Russia
1080,39,4939,2025-10-01,Investment,Pending,Russia,Russia
1081,39,2687,2025-08-21,Transfer,Completed,Russia,Russia
1082,39,3241,2025-08-15,Transfer,Completed,Russia,Switzerland
1083,39,2531,2025-08-21,Deposit,Completed,Russia,Nigeria
1084,39,3256,2025-07-21,Deposit,Completed,Russia,China
1085,39,2805,2025-09-10,Deposit,Completed,Russia,Russia
1086,39,4943,2025-10-02,Deposit,Completed,Russia,Russia
1087,39,3293,2025-09-13,Deposit,Completed,Russia,Russia
1088,39,2878,2025-09-12,Withdrawal,Completed,Russia,Russia
1089,39,40718,2025-10-09,Deposit,Completed,Russia,Russia
1090,39,3146,2025-09-28,Withdrawal,Completed,Russia,Germany
1091,39,4625,2025-09-10,Investment,Completed,Russia,Russia
1092,39,3170,2025-09-10,Investment,Completed,Russia,Canada
1093,39,2435,2025-09-04,Transfer,Completed,Russia,Russia
1094,39,3044,2025-09-18,Deposit,Completed,Russia,Russia
1095,39,4236,2025-09-14,Deposit,Completed,Russia,Russia
1096,39,2228,2025-08-05,Deposit,Completed,Russia,Russia
1097,39,2291,2025-08-31,Deposit,Completed,Russia,Russia
1098,39,2997,2025-07-26,Deposit,Completed,Russia,Russia
1099,39,2587,2025-08-23,Withdrawal,Completed,Russia,Russia
1100,39,3207,2025-09-18,Withdrawal,Completed,Russia,Russia
1101,39,4450,2025-09-08,Deposit,Completed,Russia,Russia
1102,39,3888,2025-10-13,Withdrawal,Completed,Russia,China
1103,39,4498,2025-09-06,Deposit,Completed,Russia,Russia
1104,39,28514,2025-08-23,Withdrawal,Completed,Russia,Russia
1105,39,4740,2025-09-13,Withdrawal,Completed,Russia,Russia
1106,39,4460,2025-08-24,Deposit,Completed,Russia,Nigeria
1107,39,3404,2025-10-05,Deposit,Completed,Russia,Canada
1108,39,16436,2025-07-24,Transfer,Pending,Russia,Russia
1109,39,2390,2025-08-13,Withdrawal,Completed,Russia,Russia
1110,39,3508,2025-09-09,Investment,Completed,Russia,Russia
1111,39,2405,2025-07-24,Deposit,Completed,Russia,Russia
1112,39,4773,2025-09-05,Deposit,Completed,Russia,Russia
1113,40,2945,2025-07-26,Transfer,Completed,USA,USA
1114,40,4016,2025-10-08,Deposit,Completed,USA,USA
1115,40,4997,2025-10-13,Investment,Completed,USA,USA
1116,40,2388,2025-09-03,Deposit,Completed,USA,USA
1117,40,4155,2025-10-01,Deposit,Failed,USA,USA
1118,40,47102,2025-07-31,Investment,Completed,USA,USA
1119,40,2003,2025-07-22,Investment,Completed,USA,Germany
1120,40,3214,2025-07-29,Investment,Failed,USA,USA
1121,40,21495,2025-08-19,Investment,Completed,USA,USA
1122,40,2224,2025-08-31,Transfer,Completed,USA,USA
1123,40,4465,2025-09-06,Deposit,Failed,USA,USA
1124,40,4639,2025-09-15,Transfer,Pending,USA,USA
1125,40,4959,2025-08-31,Deposit,Completed,USA,USA
1126,40,4377,2025-09-06,Deposit,Completed,USA,USA
1127,40,4668,2025-09-09,Transfer,Completed,USA,UAE
1128,41,2044,2025-07-21,Deposit,Completed,Canada,Canada
1129,41,4282,2025-08-06,Transfer,Completed,Canada,Canada
1130,41,2777,2025-10-02,Deposit,Completed,Canada,UAE
1131,41,4052,2025-09-04,Deposit,Completed,Canada,Switzerland
1132,41,2709,2025-08-17,Transfer,Completed,Canada,Canada
1133,41,3736,2025-08-19,Withdrawal,Completed,Canada,Canada
1134,41,2586,2025-07-18,Withdrawal,Pending,Canada,Canada
1135,41,20090,2025-09-17,Transfer,Completed,Canada,Canada
1136,41,3112,2025-08-22,Withdrawal,Completed,Canada,Canada
1137,41,2086,2025-10-04,Transfer,Completed,Canada,Canada
1138,41,3141,2025-09-30,Investment,Completed,Canada,Canada
1139,41,3211,2025-08-11,Deposit,Completed,Canada,USA
1140,41,4806,2025-08-01,Investment,Completed,Canada,Russia
1141,41,3195,2025-10-13,Investment,Completed,Canada,Canada
1142,41,3882,2025-09-04,Investment,Completed,Canada,Canada
1143,41,2493,2025-08-09,Deposit,Completed,Canada,Canada
1144,41,3505,2025-08-09,Transfer,Pending,Canada,Russia
1145,41,4000,2025-08-03,Withdrawal,Completed,Canada,Canada
1146,41,3886,2025-10-02,Withdrawal,Completed,Canada,UAE
1147,41,3974,2025-09-09,Deposit,Completed,Canada,China
1148,41,3951,2025-10-11,Deposit,Completed,Canada,Canada
1149,41,2394,2025-09-22,Investment,Completed,Canada,China
1150,41,4109,2025-08-30,Deposit,Completed,Canada,UAE
1151,41,2998,2025-07-28,Withdrawal,Completed,Canada,Canada
1152,41,2887,2025-10-03,Withdrawal,Completed,Canada,Canada
1153,41,4764,2025-07-24,Withdrawal,Completed,Canada,Canada
1154,41,3603,2025-08-12,Deposit,Completed,Canada,Canada
1155,41,3605,2025-09-10,Transfer,Completed,Canada,Canada
1156,41,3018,2025-10-06,Deposit,Completed,Canada,Canada
1157,41,4929,2025-08-11,Withdrawal,Completed,Canada,Canada
1158,41,2563,2025-08-21,Transfer,Completed,Canada,Canada
1159,41,3371,2025-07-27,Investment,Completed,Canada,Canada
1160,41,3544,2025-08-15,Deposit,Failed,Canada,Canada
1161,41,3765,2025-08-25,Investment,Completed,Canada,Canada
1162,41,2842,2025-09-01,Withdrawal,Completed,Canada,Canada
1163,41,3867,2025-07-30,Transfer,Completed,Canada,Canada
1164,41,3491,2025-08-11,Investment,Completed,Canada,Canada
1165,42,2934,2025-10-13,Transfer,Completed,USA,USA
1166,42,2222,2025-08-14,Withdrawal,Completed,USA,UK
1167,42,3540,2025-09-28,Deposit,Completed,USA,USA
1168,42,2492,2025-09-30,Deposit,Pending,USA,USA
1169,42,3003,2025-09-04,Investment,Completed,USA,USA
1170,42,4680,2025-09-11,Transfer,Completed,USA,USA
1171,42,3208,2025-10-02,Investment,Pending,USA,USA
1172,42,3289,2025-09-20,Withdrawal,Completed,USA,USA
1173,42,4903,2025-09-03,Transfer,Pending,USA,USA
1174,42,4551,2025-08-16,Deposit,Completed,USA,USA
1175,42,2946,2025-09-18,Transfer,Completed,USA,USA
1176,42,2863,2025-08-19,Transfer,Completed,USA,USA
1177,42,3870,2025-10-03,Withdrawal,Completed,USA,USA
1178,42,2051,2025-09-26,Transfer,Completed,USA,USA
1179,42,43033,2025-07-26,Transfer,Completed,USA,USA
1180,42,2891,2025-09-06,Withdrawal,Failed,USA,USA
1181,42,4106,2025-07-29,Transfer,Completed,USA,USA
1182,42,4297,2025-08-29,Transfer,Completed,USA,Nigeria
1183,42,2762,2025-09-17,Transfer,Completed,USA,USA
1184,42,3787,2025-09-17,Transfer,Completed,USA,USA
1185,42,3100,2025-07-29,Investment,Completed,USA,USA
1186,42,4169,2025-10-10,Investment,Completed,USA,USA
1187,43,3120,2025-08-28,Deposit,Completed,Nigeria,Nigeria
1188,43,20186,2025-08-06,Transfer,Completed,Nigeria,Nigeria
1189,43,4683,2025-09-02,Deposit,Pending,Nigeria,Nigeria
1190,43,29761,2025-10-01,Withdrawal,Completed,Nigeria,Nigeria
1191,43,19928,2025-08-20,Deposit,Completed,Nigeria,Nigeria
1192,43,2464,2025-09-02,Deposit,Completed,Nigeria,Nigeria
1193,43,2394,2025-09-10,Withdrawal,Completed,Nigeria,Nigeria
1194,43,2060,2025-09-29,Deposit,Completed,Nigeria,Nigeria
1195,43,2910,2025-09-19,Transfer,Completed,Nigeria,Switzerland
1196,43,3424,2025-09-20,Withdrawal,Completed,Nigeria,Nigeria
1197,43,2449,2025-09-04,Transfer,Completed,Nigeria,Nigeria
1198,43,3697,2025-07-27,Withdrawal,Completed,Nigeria,Nigeria
1199,43,4670,2025-08-10,Transfer,Completed,Nigeria,Australia
1200,43,2339,2025-10-04,Investment,Completed,Nigeria,Switzerland
1201,43,38360,2025-09-16,Deposit,Completed,Nigeria,USA
1202,43,4442,2025-08-02,Investment,Completed,Nigeria,Nigeria
1203,43,2338,2025-09-08,Investment,Completed,Nigeria,Nigeria
1204,43,18483,2025-08-19,Investment,Pending,Nigeria,Nigeria
1205,43,4267,2025-10-06,Transfer,Completed,Nigeria,Nigeria
1206,43,2576,2025-09-15,Investment,Pending,Nigeria,Nigeria
1207,43,25040,2025-08-27,Withdrawal,Completed,Nigeria,Nigeria
1208,43,2250,2025-07-20,Transfer,Pending,Nigeria,Nigeria
1209,43,3557,2025-09-08,Deposit,Completed,Nigeria,USA
1210,43,2341,2025-07-18,Investment,Completed,Nigeria,Nigeria
1211,43,3732,2025-07-29,Investment,Completed,Nigeria,Nigeria
1212,43,2987,2025-07-23,Deposit,Pending,Nigeria,Nigeria
1213,43,3348,2025-07-28,Withdrawal,Completed,Nigeria,Nigeria
1214,44,28802,2025-09-30,Investment,Completed,Switzerland,Switzerland
1215,44,18196,2025-09-23,Investment,Completed,Switzerland,Nigeria
1216,44,3394,2025-09-22,Transfer,Completed,Switzerland,Switzerland
1217,44,10305,2025-08-05,Deposit,Completed,Switzerland,Switzerland
1218,44,4250,2025-09-29,Deposit,Completed,Switzerland,UAE
1219,44,2499,2025-10-01,Withdrawal,Completed,Switzerland,Switzerland
1220,44,2180,2025-07-19,Deposit,Completed,Switzerland,Germany
1221,44,3879,2025-07-22,Withdrawal,Completed,Switzerland,Switzerland
1222,44,3239,2025-08-21,Transfer,Pending,Switzerland,Switzerland
1223,44,3404,2025-07-29,Transfer,Completed,Switzerland,Switzerland
1224,44,2682,2025-07-29,Transfer,Completed,Switzerland,Switzerland
1225,44,46688,2025-09-09,Deposit,Completed,Switzerland,Switzerland
1226,44,45716,2025-09-10,Withdrawal,Completed,Switzerland,Switzerland
1227,44,2161,2025-07-17,Investment,Completed,Switzerland,Switzerland
1228,44,4068,2025-08-09,Deposit,Completed,Switzerland,Switzerland
1229,44,34009,2025-10-03,Investment,Completed,Switzerland,Switzerland
1230,44,3796,2025-08-21,Deposit,Completed,Switzerland,Switzerland
1231,44,4668,2025-09-19,Transfer,Completed,Switzerland,Switzerland
1232,44,45470,2025-07-22,Withdrawal,Pending,Switzerland,Switzerland
1233,44,3161,2025-08-28,Transfer,Completed,Switzerland,Switzerland
1234,44,2764,2025-07-21,Withdrawal,Completed,Switzerland,Switzerland
1235,45,4199,2025-09-04,Deposit,Completed,Germany,Germany
1236,45,3633,2025-09-04,Investment,Completed,Germany,Germany
1237,45,42891,2025-09-25,Withdrawal,Completed,Germany,Germany
1238,45,2748,2025-08-06,Withdrawal,Completed,Germany,Russia
1239,45,3839,2025-10-02,Transfer,Failed,Germany,Germany
1240,45,17857,2025-10-06,Deposit,Completed,Germany,Nigeria
1241,45,3681,2025-09-12,Transfer,Completed,Germany,Germany
1242,45,2724,2025-10-07,Transfer,Completed,Germany,Germany
1243,45,4191,2025-09-06,Deposit,Completed,Germany,Germany
1244,45,4287,2025-08-30,Investment,Completed,Germany,Switzerland
1245,45,2416,2025-09-30,Deposit,Pending,Germany,Russia
1246,45,3510,2025-09-08,Deposit,Completed,Germany,Germany
1247,45,3768,2025-09-06,Transfer,Completed,Germany,Germany
1248,45,3928,2025-08-03,Deposit,Completed,Germany,Germany
1249,45,2704,2025-09-05,Deposit,Completed,Germany,UAE
1250,45,4156,2025-08-19,Investment,Completed,Germany,Germany
1251,45,2904,2025-09-23,Withdrawal,Completed,Germany,Germany
1252,45,3227,2025-10-07,Withdrawal,Completed,Germany,Germany
1253,45,39743,2025-10-12,Investment,Failed,Germany,Germany
1254,45,2433,2025-09-17,Transfer,Completed,Germany,Germany
1255,45,4354,2025-09-19,Investment,Completed,Germany,Germany
1256,45,4838,2025-07-17,Investment,Completed,Germany,Germany
1257,45,36954,2025-07-28,Deposit,Completed,Germany,Germany
1258,45,2501,2025-09-24,Withdrawal,Completed,Germany,Germany
1259,45,34556,2025-07-25,Transfer,Failed,Germany,Australia
1260,45,3305,2025-09-03,Transfer,Completed,Germany,Germany
1261,45,3152,2025-07-20,Withdrawal,Completed,Germany,Germany
1262,45,4417,2025-09-10,Deposit,Completed,Germany,Germany
1263,45,3245,2025-09-01,Investment,Completed,Germany,Russia
1264,45,4689,2025-09-22,Investment,Completed,Germany,Germany
1265,45,2795,2025-07-18,Transfer,Completed,Germany,Germany
1266,45,3753,2025-09-11,Deposit,Completed,Germany,Switzerland
1267,45,4579,2025-09-07,Investment,Completed,Germany,Nigeria
1268,45,3536,2025-07-23,Transfer,Completed,Germany,Germany
1269,45,3620,2025-08-12,Deposit,Completed,Germany,Germany
1270,45,4366,2025-08-24,Deposit,Failed,Germany,UAE
1271,45,2933,2025-10-01,Withdrawal,Completed,Germany,USA
1272,45,4682,2025-07-19,Withdrawal,Completed,Germany,Germany
1273,45,2848,2025-07-24,Transfer,Completed,Germany,Germany
1274,45,4100,2025-08-04,Transfer,Completed,Germany,Nigeria
1275,45,4084,2025-08-21,Withdrawal,Completed,Germany,Germany
1276,45,3575,2025-09-05,Withdrawal,Completed,Germany,Nigeria
1277,45,4061,2025-08-28,Investment,Completed,Germany,Germany
1278,46,4429,2025-09-26,Withdrawal,Pending,Russia,Russia
1279,46,2061,2025-09-26,Deposit,Completed,Russia,Germany
1280,46,3036,2025-07-26,Investment,Completed,Russia,Russia
1281,46,2354,2025-10-02,Withdrawal,Completed,Russia,Russia
1282,46,4947,2025-09-21,Deposit,Completed,Russia,Russia
1283,46,4802,2025-08-29,Investment,Completed,Russia,Russia
1284,46,3488,2025-08-04,Withdrawal,Completed,Russia,Russia
1285,46,2208,2025-10-01,Withdrawal,Pending,Russia,Russia
1286,46,2350,2025-10-11,Withdrawal,Completed,Russia,Russia
1287,46,40865,2025-07-23,Transfer,Completed,Russia,China
1288,46,4147,2025-08-16,Transfer,Pending,Russia,Russia
1289,46,13653,2025-10-01,Investment,Pending,Russia,Russia
1290,46,2390,2025-08-30,Deposit,Pending,Russia,Russia
1291,46,4961,2025-09-17,Transfer,Completed,Russia,Russia
1292,46,4939,2025-10-12,Deposit,Completed,Russia,Russia
1293,46,46977,2025-10-06,Withdrawal,Completed,Russia,Russia
1294,46,2684,2025-08-01,Withdrawal,Completed,Russia,Russia
1295,46,2048,2025-10-02,Deposit,Completed,Russia,Nigeria
1296,46,10061,2025-09-07,Investment,Completed,Russia,Switzerland
1297,46,4592,2025-08-11,Deposit,Completed,Russia,Russia
1298,46,4495,2025-09-18,Transfer,Completed,Russia,UK
1299,46,2199,2025-07-31,Transfer,Completed,Russia,Russia
1300,46,2779,2025-09-12,Deposit,Completed,Russia,Russia
1301,46,4065,2025-10-06,Transfer,Completed,Russia,USA
1302,46,4994,2025-08-24,Deposit,Completed,Russia,Canada
1303,46,41301,2025-10-01,Deposit,Completed,Russia,Russia
1304,46,2893,2025-08-21,Investment,Completed,Russia,Russia
1305,46,2190,2025-09-02,Deposit,Failed,Russia,Russia
1306,47,4492,2025-09-21,Investment,Completed,UK,UK
1307,47,3016,2025-09-25,Investment,Completed,UK,UK
1308,47,2120,2025-08-12,Investment,Completed,UK,UK
1309,47,3764,2025-07-18,Withdrawal,Completed,UK,Nigeria
1310,47,4492,2025-08-14,Deposit,Failed,UK,UK
1311,47,2913,2025-07-31,Investment,Completed,UK,UK
1312,47,3439,2025-08-17,Investment,Completed,UK,UK
1313,47,3651,2025-08-17,Investment,Completed,UK,UK
1314,47,3163,2025-08-30,Withdrawal,Completed,UK,UK
1315,47,3409,2025-07-16,Transfer,Completed,UK,UK
1316,47,4464,2025-07-23,Deposit,Completed,UK,UK
1317,47,2718,2025-07-26,Investment,Completed,UK,USA
1318,47,2080,2025-09-03,Deposit,Completed,UK,Switzerland
1319,47,2908,2025-08-14,Investment,Completed,UK,UK
1320,47,2969,2025-10-04,Deposit,Completed,UK,UK
1321,47,4145,2025-09-25,Withdrawal,Completed,UK,UK
1322,47,3451,2025-07-21,Deposit,Failed,UK,UK
1323,47,3497,2025-08-26,Investment,Completed,UK,UK
1324,47,3736,2025-08-08,Investment,Completed,UK,UK
1325,47,4544,2025-09-19,Investment,Completed,UK,UK
1326,47,2336,2025-09-21,Deposit,Pending,UK,UK
1327,47,3283,2025-10-07,Transfer,Completed,UK,UK
1328,47,4469,2025-09-21,Investment,Completed,UK,UK
1329,47,2024,2025-08-01,Transfer,Completed,UK,UK
1330,48,3788,2025-09-08,Transfer,Failed,Germany,Germany
1331,48,4275,2025-10-10,Deposit,Completed,Germany,Germany
1332,48,2438,2025-09-04,Transfer,Completed,Germany,Germany
1333,48,2495,2025-09-28,Investment,Completed,Germany,Germany
1334,48,3334,2025-07-24,Withdrawal,Completed,Germany,Germany
1335,48,46243,2025-09-28,Transfer,Failed,Germany,Germany
1336,48,3367,2025-08-22,Withdrawal,Completed,Germany,Germany
1337,48,4429,2025-08-22,Withdrawal,Completed,Germany,UK
1338,48,4565,2025-09-06,Transfer,Completed,Germany,Germany
1339,48,4076,2025-09-23,Withdrawal,Completed,Germany,Germany
1340,48,15499,2025-08-21,Deposit,Completed,Germany,Germany
1341,48,3710,2025-09-04,Investment,Completed,Germany,Germany
1342,48,3973,2025-09-24,Investment,Completed,Germany,Germany
1343,48,4599,2025-08-14,Transfer,Completed,Germany,Germany
1344,48,3333,2025-09-30,Withdrawal,Completed,Germany,Germany
1345,48,30335,2025-08-22,Deposit,Failed,Germany,Switzerland
1346,48,2497,2025-09-29,Deposit,Pending,Germany,Germany
1347,48,4275,2025-09-12,Withdrawal,Failed,Germany,USA
1348,48,4838,2025-09-23,Deposit,Completed,Germany,Germany
1349,48,4554,2025-08-27,Deposit,Pending,Germany,Germany
1350,48,18491,2025-10-01,Transfer,Completed,Germany,Germany
1351,48,2086,2025-08-18,Transfer,Completed,Germany,Australia
1352,48,2148,2025-08-24,Investment,Completed,Germany,Germany
1353,48,42251,2025-07-24,Investment,Completed,Germany,Germany
1354,48,3197,2025-07-27,Transfer,Completed,Germany,Germany
1355,48,4439,2025-09-25,Withdrawal,Completed,Germany,Germany
1356,48,14688,2025-08-17,Transfer,Completed,Germany,Australia
1357,48,2243,2025-07-29,Investment,Completed,Germany,Germany
1358,48,4636,2025-09-13,Transfer,Completed,Germany,Germany
1359,48,3456,2025-10-06,Deposit,Completed,Germany,Germany
1360,48,38797,2025-09-09,Investment,Completed,Germany,Germany
1361,48,48038,2025-08-04,Deposit,Completed,Germany,Russia
1362,48,2204,2025-09-25,Deposit,Completed,Germany,Canada
1363,48,2915,2025-08-24,Transfer,Completed,Germany,Germany
1364,48,4564,2025-10-02,Investment,Pending,Germany,Russia
1365,48,2218,2025-07-18,Withdrawal,Completed,Germany,Germany
1366,48,3922,2025-08-02,Deposit,Completed,Germany,Germany
1367,48,2159,2025-10-03,Investment,Completed,Germany,Germany
1368,48,3219,2025-10-13,Deposit,Completed,Germany,Germany
1369,49,3493,2025-08-10,Deposit,Completed,Nigeria,Nigeria
1370,49,3625,2025-08-22,Transfer,Completed,Nigeria,Nigeria
1371,49,2424,2025-08-01,Investment,Completed,Nigeria,Nigeria
1372,49,2060,2025-10-12,Deposit,Completed,Nigeria,Nigeria
1373,49,4997,2025-07-19,Withdrawal,Completed,Nigeria,Nigeria
1374,49,31481,2025-07-29,Withdrawal,Completed,Nigeria,Nigeria
1375,49,18472,2025-09-11,Deposit,Completed,Nigeria,Nigeria
1376,49,35291,2025-07-16,Deposit,Completed,Nigeria,Nigeria
1377,49,4182,2025-09-09,Withdrawal,Completed,Nigeria,Nigeria
1378,49,2395,2025-09-19,Investment,Pending,Nigeria,Nigeria
1379,49,4253,2025-10-03,Deposit,Completed,Nigeria,Nigeria
1380,49,3170,2025-10-11,Transfer,Completed,Nigeria,Nigeria
1381,49,3304,2025-09-25,Investment,Completed,Nigeria,Nigeria
1382,49,3173,2025-09-15,Transfer,Completed,Nigeria,Nigeria
1383,49,2418,2025-07-28,Transfer,Failed,Nigeria,Nigeria
1384,49,4595,2025-08-24,Transfer,Completed,Nigeria,Nigeria
1385,49,4428,2025-07-29,Investment,Pending,Nigeria,Nigeria
1386,49,3152,2025-08-19,Deposit,Completed,Nigeria,Nigeria
1387,49,3557,2025-09-24,Withdrawal,Completed,Nigeria,Nigeria
1388,49,4245,2025-07-27,Deposit,Completed,Nigeria,Nigeria
1389,49,4741,2025-09-03,Transfer,Completed,Nigeria,Nigeria
1390,49,4366,2025-09-26,Withdrawal,Completed,Nigeria,Nigeria
1391,49,4510,2025-10-02,Investment,Completed,Nigeria,Nigeria
1392,49,3194,2025-07-27,Withdrawal,Completed,Nigeria,Nigeria
1393,49,24198,2025-07-24,Withdrawal,Completed,Nigeria,Nigeria
1394,49,17200,2025-10-07,Investment,Failed,Nigeria,Nigeria
1395,49,3010,2025-09-19,Investment,Pending,Nigeria,Nigeria
1396,49,3413,2025-07-19,Transfer,Pending,Nigeria,Nigeria
1397,49,4428,2025-07-18,Transfer,Completed,Nigeria,Nigeria
1398,49,3213,2025-09-05,Withdrawal,Completed,Nigeria,Nigeria
1399,49,4600,2025-08-17,Investment,Completed,Nigeria,Nigeria
1400,49,2013,2025-09-29,Transfer,Completed,Nigeria,Nigeria
1401,50,3772,2025-10-04,Transfer,Completed,Canada,Canada
1402,50,3073,2025-07-24,Investment,Completed,Canada,Nigeria
1403,50,4714,2025-08-21,Transfer,Completed,Canada,Canada
