transaction_id,client_id,transaction_amount,transaction_date,transaction_type,status,origin_country,destination_country,name,country,age,kyc_status,customer_type,registration_date,origin_risk_level,origin_aml_score,destination_risk_level,destination_aml_score,document_type,doc_verification_status,doc_upload_date,days_since_transaction,days_since_registration,is_cross_border,cross_border_to_high_risk,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason
1107,39,3404,2025-10-05,Deposit,Completed,Russia,Canada,Client_39,Russia,46,Under Review,Individual,2025-02-06,High,50,Low,93,Passport,Failed,2025-04-06,8,249,1,0,1,0.05210346042305769,0.0,Normal,None
1108,39,16436,2025-07-24,Transfer,Pending,Russia,Russia,Client_39,Russia,46,Under Review,Individual,2025-02-06,High,50,High,50,Passport,Failed,2025-04-06,81,249,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
1109,39,2390,2025-08-13,Withdrawal,Completed,Russia,Russia,Client_39,Russia,46,Under Review,Individual,2025-02-06,High,50,High,50,Passport,Failed,2025-04-06,61,249,0,0,1,0.0,14.0,Normal,None
1110,39,3508,2025-09-09,Investment,Completed,Russia,Russia,Client_39,Russia,46,Under Review,Individual,2025-02-06,High,50,High,50,Passport,Failed,2025-04-06,34,249,0,0,1,0.0,14.0,Normal,None
1111,39,2405,2025-07-24,Deposit,Completed,Russia,Russia,Client_39,Russia,46,Under Review,Individual,2025-02-06,High,50,High,50,Passport,Failed,2025-04-06,81,249,0,0,1,0.0,14.0,Normal,None
1112,39,4773,2025-09-05,Deposit,Completed,Russia,Russia,Client_39,Russia,46,Under Review,Individual,2025-02-06,High,50,High,50,Passport,Failed,2025-04-06,38,249,0,0,1,0.0,14.0,Normal,None
1113,40,2945,2025-07-26,Transfer,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,79,47,0,0,1,0.05210346042305769,0.0,Normal,None
1114,40,4016,2025-10-08,Deposit,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,5,47,0,0,1,0.05210346042305769,0.0,Normal,None
1115,40,4997,2025-10-13,Investment,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,0,47,0,0,1,0.05210346042305769,0.0,Normal,None
1116,40,2388,2025-09-03,Deposit,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,40,47,0,0,1,0.05210346042305769,0.0,Normal,None
1117,40,4155,2025-10-01,Deposit,Failed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,12,47,0,0,1,0.05210346042305769,0.0,Normal,None
1118,40,47102,2025-07-31,Investment,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,74,47,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1119,40,2003,2025-07-22,Investment,Completed,USA,Germany,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,94,Utility Bill,Verified,2025-02-03,83,47,1,0,1,0.05210346042305769,0.0,Normal,None
1120,40,3214,2025-07-29,Investment,Failed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,76,47,0,0,1,0.05210346042305769,0.0,Normal,None
1121,40,21495,2025-08-19,Investment,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,55,47,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1122,40,2224,2025-08-31,Transfer,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,43,47,0,0,1,0.05210346042305769,0.0,Normal,None
1123,40,4465,2025-09-06,Deposit,Failed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,37,47,0,0,1,0.05210346042305769,0.0,Normal,None
1124,40,4639,2025-09-15,Transfer,Pending,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,28,47,0,0,1,0.05210346042305769,0.0,Normal,None
1125,40,4959,2025-08-31,Deposit,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,43,47,0,0,1,0.05210346042305769,0.0,Normal,None
1126,40,4377,2025-09-06,Deposit,Completed,USA,USA,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Low,95,Utility Bill,Verified,2025-02-03,37,47,0,0,1,0.05210346042305769,0.0,Normal,None
1127,40,4668,2025-09-09,Transfer,Completed,USA,UAE,Client_40,USA,40,Verified,Individual,2025-08-27,Low,95,Medium,75,Utility Bill,Verified,2025-02-03,34,47,1,0,1,0.05210346042305769,0.0,Normal,None
1128,41,2044,2025-07-21,Deposit,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,84,121,0,0,1,0.05210346042305769,0.0,Normal,None
1129,41,4282,2025-08-06,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,68,121,0,0,1,0.05210346042305769,0.0,Normal,None
1130,41,2777,2025-10-02,Deposit,Completed,Canada,UAE,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Medium,75,Utility Bill,Pending,2025-05-06,11,121,1,0,1,0.05210346042305769,0.0,Normal,None
1131,41,4052,2025-09-04,Deposit,Completed,Canada,Switzerland,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Medium,80,Utility Bill,Pending,2025-05-06,39,121,1,0,1,0.05210346042305769,0.0,Normal,None
1132,41,2709,2025-08-17,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,57,121,0,0,1,0.05210346042305769,0.0,Normal,None
1133,41,3736,2025-08-19,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,55,121,0,0,1,0.05210346042305769,0.0,Normal,None
1134,41,2586,2025-07-18,Withdrawal,Pending,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,87,121,0,0,1,0.05210346042305769,0.0,Normal,None
1135,41,20090,2025-09-17,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,26,121,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1136,41,3112,2025-08-22,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,52,121,0,0,1,0.05210346042305769,0.0,Normal,None
1137,41,2086,2025-10-04,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,9,121,0,0,1,0.05210346042305769,0.0,Normal,None
1138,41,3141,2025-09-30,Investment,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,13,121,0,0,1,0.05210346042305769,0.0,Normal,None
1139,41,3211,2025-08-11,Deposit,Completed,Canada,USA,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,95,Utility Bill,Pending,2025-05-06,63,121,1,0,1,0.05210346042305769,0.0,Normal,None
1140,41,4806,2025-08-01,Investment,Completed,Canada,Russia,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,High,50,Utility Bill,Pending,2025-05-06,73,121,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
1141,41,3195,2025-10-13,Investment,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,0,121,0,0,1,0.05210346042305769,0.0,Normal,None
1142,41,3882,2025-09-04,Investment,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,39,121,0,0,1,0.05210346042305769,0.0,Normal,None
1143,41,2493,2025-08-09,Deposit,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,65,121,0,0,1,0.05210346042305769,0.0,Normal,None
1144,41,3505,2025-08-09,Transfer,Pending,Canada,Russia,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,High,50,Utility Bill,Pending,2025-05-06,65,121,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
1145,41,4000,2025-08-03,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,71,121,0,0,1,0.05210346042305769,0.0,Normal,None
1146,41,3886,2025-10-02,Withdrawal,Completed,Canada,UAE,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Medium,75,Utility Bill,Pending,2025-05-06,11,121,1,0,1,0.05210346042305769,0.0,Normal,None
1147,41,3974,2025-09-09,Deposit,Completed,Canada,China,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Medium,65,Utility Bill,Pending,2025-05-06,34,121,1,0,1,0.05210346042305769,0.0,Normal,None
1148,41,3951,2025-10-11,Deposit,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,2,121,0,0,1,0.05210346042305769,0.0,Normal,None
1149,41,2394,2025-09-22,Investment,Completed,Canada,China,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Medium,65,Utility Bill,Pending,2025-05-06,21,121,1,0,1,0.05210346042305769,0.0,Normal,None
1150,41,4109,2025-08-30,Deposit,Completed,Canada,UAE,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Medium,75,Utility Bill,Pending,2025-05-06,44,121,1,0,1,0.05210346042305769,0.0,Normal,None
1151,41,2998,2025-07-28,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,77,121,0,0,1,0.05210346042305769,0.0,Normal,None
1152,41,2887,2025-10-03,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,10,121,0,0,1,0.05210346042305769,0.0,Normal,None
1153,41,4764,2025-07-24,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,81,121,0,0,1,0.05210346042305769,0.0,Normal,None
1154,41,3603,2025-08-12,Deposit,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,62,121,0,0,1,0.05210346042305769,0.0,Normal,None
1155,41,3605,2025-09-10,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,33,121,0,0,1,0.05210346042305769,0.0,Normal,None
1156,41,3018,2025-10-06,Deposit,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,7,121,0,0,1,0.05210346042305769,0.0,Normal,None
1157,41,4929,2025-08-11,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,63,121,0,0,1,0.05210346042305769,0.0,Normal,None
1158,41,2563,2025-08-21,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,53,121,0,0,1,0.05210346042305769,0.0,Normal,None
1159,41,3371,2025-07-27,Investment,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,78,121,0,0,1,0.05210346042305769,0.0,Normal,None
1160,41,3544,2025-08-15,Deposit,Failed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,59,121,0,0,1,0.05210346042305769,0.0,Normal,None
1161,41,3765,2025-08-25,Investment,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,49,121,0,0,1,0.05210346042305769,0.0,Normal,None
1162,41,2842,2025-09-01,Withdrawal,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,42,121,0,0,1,0.05210346042305769,0.0,Normal,None
1163,41,3867,2025-07-30,Transfer,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,75,121,0,0,1,0.05210346042305769,0.0,Normal,None
1164,41,3491,2025-08-11,Investment,Completed,Canada,Canada,Client_41,Canada,61,Pending,Individual,2025-06-14,Low,93,Low,93,Utility Bill,Pending,2025-05-06,63,121,0,0,1,0.05210346042305769,0.0,Normal,None
1165,42,2934,2025-10-13,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,0,214,0,0,1,0.05210346042305769,0.0,Normal,None
1166,42,2222,2025-08-14,Withdrawal,Completed,USA,UK,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,92,Utility Bill,Failed,2025-01-31,60,214,1,0,1,0.05210346042305769,0.0,Normal,None
1167,42,3540,2025-09-28,Deposit,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,15,214,0,0,1,0.05210346042305769,0.0,Normal,None
1168,42,2492,2025-09-30,Deposit,Pending,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,13,214,0,0,1,0.05210346042305769,0.0,Normal,None
1169,42,3003,2025-09-04,Investment,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,39,214,0,0,1,0.05210346042305769,0.0,Normal,None
1170,42,4680,2025-09-11,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,32,214,0,0,1,0.05210346042305769,0.0,Normal,None
1171,42,3208,2025-10-02,Investment,Pending,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,11,214,0,0,1,0.05210346042305769,0.0,Normal,None
1172,42,3289,2025-09-20,Withdrawal,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,23,214,0,0,1,0.05210346042305769,0.0,Normal,None
1173,42,4903,2025-09-03,Transfer,Pending,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,40,214,0,0,1,0.05210346042305769,0.0,Normal,None
1174,42,4551,2025-08-16,Deposit,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,58,214,0,0,1,0.05210346042305769,0.0,Normal,None
1175,42,2946,2025-09-18,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,25,214,0,0,1,0.05210346042305769,0.0,Normal,None
1176,42,2863,2025-08-19,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,55,214,0,0,1,0.05210346042305769,0.0,Normal,None
1177,42,3870,2025-10-03,Withdrawal,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,10,214,0,0,1,0.05210346042305769,0.0,Normal,None
1178,42,2051,2025-09-26,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,17,214,0,0,1,0.05210346042305769,0.0,Normal,None
1179,42,43033,2025-07-26,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,79,214,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1180,42,2891,2025-09-06,Withdrawal,Failed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,37,214,0,0,1,0.05210346042305769,0.0,Normal,None
1181,42,4106,2025-07-29,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,76,214,0,0,1,0.05210346042305769,0.0,Normal,None
1182,42,4297,2025-08-29,Transfer,Completed,USA,Nigeria,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,High,45,Utility Bill,Failed,2025-01-31,45,214,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
1183,42,2762,2025-09-17,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,26,214,0,0,1,0.05210346042305769,0.0,Normal,None
1184,42,3787,2025-09-17,Transfer,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,26,214,0,0,1,0.05210346042305769,0.0,Normal,None
1185,42,3100,2025-07-29,Investment,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,76,214,0,0,1,0.05210346042305769,0.0,Normal,None
1186,42,4169,2025-10-10,Investment,Completed,USA,USA,Client_42,USA,35,Under Review,Individual,2025-03-13,Low,95,Low,95,Utility Bill,Failed,2025-01-31,3,214,0,0,1,0.05210346042305769,0.0,Normal,None
1187,43,3120,2025-08-28,Deposit,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,46,239,0,0,1,0.0,14.0,Normal,None
1188,43,20186,2025-08-06,Transfer,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,68,239,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
1189,43,4683,2025-09-02,Deposit,Pending,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,41,239,0,0,1,0.0,14.0,Normal,None
1190,43,29761,2025-10-01,Withdrawal,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,12,239,0,0,-1,-0.26603677087854366,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag"
1191,43,19928,2025-08-20,Deposit,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,54,239,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
1192,43,2464,2025-09-02,Deposit,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,41,239,0,0,1,0.0,14.0,Normal,None
1193,43,2394,2025-09-10,Withdrawal,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,33,239,0,0,1,0.0,14.0,Normal,None
1194,43,2060,2025-09-29,Deposit,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,14,239,0,0,1,0.0,14.0,Normal,None
1195,43,2910,2025-09-19,Transfer,Completed,Nigeria,Switzerland,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,Medium,80,ID Card,Verified,2024-11-25,24,239,1,0,1,0.05210346042305769,0.0,Normal,None
1196,43,3424,2025-09-20,Withdrawal,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,23,239,0,0,1,0.0,14.0,Normal,None
1197,43,2449,2025-09-04,Transfer,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,39,239,0,0,1,0.0,14.0,Normal,None
1198,43,3697,2025-07-27,Withdrawal,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,78,239,0,0,1,0.0,14.0,Normal,None
1199,43,4670,2025-08-10,Transfer,Completed,Nigeria,Australia,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,Low,91,ID Card,Verified,2024-11-25,64,239,1,0,1,0.05210346042305769,0.0,Normal,None
1200,43,2339,2025-10-04,Investment,Completed,Nigeria,Switzerland,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,Medium,80,ID Card,Verified,2024-11-25,9,239,1,0,1,0.05210346042305769,0.0,Normal,None
1201,43,38360,2025-09-16,Deposit,Completed,Nigeria,USA,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,Low,95,ID Card,Verified,2024-11-25,27,239,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1202,43,4442,2025-08-02,Investment,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,72,239,0,0,1,0.0,14.0,Normal,None
1203,43,2338,2025-09-08,Investment,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,35,239,0,0,1,0.0,14.0,Normal,None
1204,43,18483,2025-08-19,Investment,Pending,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,55,239,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
1205,43,4267,2025-10-06,Transfer,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,7,239,0,0,1,0.0,14.0,Normal,None
1206,43,2576,2025-09-15,Investment,Pending,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,28,239,0,0,1,0.0,14.0,Normal,None
1207,43,25040,2025-08-27,Withdrawal,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,47,239,0,0,-1,-0.26603677087854366,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag"
1208,43,2250,2025-07-20,Transfer,Pending,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,85,239,0,0,1,0.0,14.0,Normal,None
1209,43,3557,2025-09-08,Deposit,Completed,Nigeria,USA,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,Low,95,ID Card,Verified,2024-11-25,35,239,1,0,1,0.05210346042305769,0.0,Normal,None
1210,43,2341,2025-07-18,Investment,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,87,239,0,0,1,0.0,14.0,Normal,None
1211,43,3732,2025-07-29,Investment,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,76,239,0,0,1,0.0,14.0,Normal,None
1212,43,2987,2025-07-23,Deposit,Pending,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,82,239,0,0,1,0.0,14.0,Normal,None
1213,43,3348,2025-07-28,Withdrawal,Completed,Nigeria,Nigeria,Client_43,Nigeria,72,Verified,Corporate,2025-02-16,High,45,High,45,ID Card,Verified,2024-11-25,77,239,0,0,1,0.0,14.0,Normal,None
1214,44,28802,2025-09-30,Investment,Completed,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,13,56,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1215,44,18196,2025-09-23,Investment,Completed,Switzerland,Nigeria,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,High,45,Bank Statement,Pending,2025-06-08,20,56,1,1,-1,-0.26978402677084407,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk"
1216,44,3394,2025-09-22,Transfer,Completed,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,21,56,0,0,1,0.05210346042305769,0.0,Normal,None
1217,44,10305,2025-08-05,Deposit,Completed,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,69,56,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
1218,44,4250,2025-09-29,Deposit,Completed,Switzerland,UAE,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,75,Bank Statement,Pending,2025-06-08,14,56,1,0,1,0.05210346042305769,0.0,Normal,None
1219,44,2499,2025-10-01,Withdrawal,Completed,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,12,56,0,0,1,0.05210346042305769,0.0,Normal,None
1220,44,2180,2025-07-19,Deposit,Completed,Switzerland,Germany,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Low,94,Bank Statement,Pending,2025-06-08,86,56,1,0,1,0.05210346042305769,0.0,Normal,None
1221,44,3879,2025-07-22,Withdrawal,Completed,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,83,56,0,0,1,0.05210346042305769,0.0,Normal,None
1222,44,3239,2025-08-21,Transfer,Pending,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,53,56,0,0,1,0.05210346042305769,0.0,Normal,None
1223,44,3404,2025-07-29,Transfer,Completed,Switzerland,Switzerland,Client_44,Switzerland,54,Pending,Corporate,2025-08-18,Medium,80,Medium,80,Bank Statement,Pending,2025-06-08,76,56,0,0,1,0.05210346042305769,0.0,Normal,None
