transaction_id,client_id,transaction_amount,origin_country,destination_country,transaction_date,transaction_risk_score,triggered_rules
990,36,2121,Nigeria,Nigeria,2025-07-22,0.9,High-Risk Country (Destination)(0.9)
991,36,2382,Nigeria,China,2025-09-06,0.0,None
992,36,3583,Nigeria,Nigeria,2025-07-25,0.9,High-Risk Country (Destination)(0.9)
993,36,3361,Nigeria,Nigeria,2025-08-01,0.9,High-Risk Country (Destination)(0.9)
994,36,2948,Nigeria,Nigeria,2025-08-12,0.9,High-Risk Country (Destination)(0.9)
995,36,41856,Nigeria,Nigeria,2025-07-24,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
996,36,2272,Nigeria,Nigeria,2025-10-06,0.9,High-Risk Country (Destination)(0.9)
997,36,4758,Nigeria,Nigeria,2025-08-23,0.9,High-Risk Country (Destination)(0.9)
998,36,2732,Nigeria,Nigeria,2025-07-27,0.9,High-Risk Country (Destination)(0.9)
999,36,21432,Nigeria,Nigeria,2025-07-19,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1000,36,4328,Nigeria,USA,2025-09-25,0.0,None
1001,36,34690,Nigeria,Nigeria,2025-09-22,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1002,36,2208,Nigeria,Nigeria,2025-10-05,0.9,High-Risk Country (Destination)(0.9)
1003,37,2797,Canada,Canada,2025-09-04,0.0,None
1004,37,35104,Canada,UAE,2025-07-21,0.8,High Transaction Amount(0.8)
1005,37,3283,Canada,Canada,2025-08-11,0.0,None
1006,37,4984,Canada,Canada,2025-08-19,0.0,None
1007,37,2902,Canada,Canada,2025-07-27,0.0,None
1008,37,3071,Canada,UK,2025-09-19,0.0,None
1009,37,2571,Canada,Canada,2025-09-12,0.0,None
1010,37,3226,Canada,Canada,2025-08-27,0.0,None
1011,37,32499,Canada,Canada,2025-07-26,0.8,High Transaction Amount(0.8)
1012,37,4485,Canada,Canada,2025-08-07,0.0,None
1013,37,4990,Canada,Canada,2025-07-16,0.0,None
1014,37,2409,Canada,Canada,2025-09-22,0.0,None
1015,37,2839,Canada,Canada,2025-08-12,0.0,None
1016,37,2675,Canada,Canada,2025-10-02,0.0,None
1017,37,2039,Canada,Canada,2025-07-23,0.0,None
1018,37,4879,Canada,Canada,2025-07-29,0.0,None
1019,37,3489,Canada,Russia,2025-10-11,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1020,37,2018,Canada,Canada,2025-07-22,0.0,None
1021,37,3954,Canada,Canada,2025-08-18,0.0,None
1022,37,4039,Canada,Canada,2025-09-24,0.0,None
1023,37,3285,Canada,Nigeria,2025-08-16,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1024,37,2634,Canada,Canada,2025-09-25,0.0,None
1025,37,3728,Canada,Canada,2025-09-06,0.0,None
1026,37,2390,Canada,Canada,2025-09-11,0.0,None
1027,37,3273,Canada,Canada,2025-09-14,0.0,None
1028,38,4189,Switzerland,Switzerland,2025-09-16,0.0,None
1029,38,4974,Switzerland,Canada,2025-10-10,0.0,None
1030,38,4474,Switzerland,Switzerland,2025-08-04,0.0,None
1031,38,4236,Switzerland,China,2025-08-29,0.0,None
1032,38,3961,Switzerland,Switzerland,2025-09-11,0.0,None
1033,38,2706,Switzerland,Switzerland,2025-09-10,0.0,None
1034,38,2804,Switzerland,Switzerland,2025-09-04,0.0,None
1035,38,3258,Switzerland,Switzerland,2025-09-24,0.0,None
1036,38,2439,Switzerland,Switzerland,2025-08-17,0.0,None
1037,38,2654,Switzerland,Switzerland,2025-10-01,0.0,None
1038,38,4475,Switzerland,Switzerland,2025-08-28,0.0,None
1039,38,2827,Switzerland,UK,2025-10-01,0.0,None
1040,38,4541,Switzerland,Switzerland,2025-10-12,0.0,None
1041,38,4118,Switzerland,USA,2025-08-17,0.0,None
1042,38,2548,Switzerland,Canada,2025-08-28,0.0,None
1043,38,37563,Switzerland,Switzerland,2025-07-19,0.8,High Transaction Amount(0.8)
1044,38,25473,Switzerland,Switzerland,2025-09-12,0.8,High Transaction Amount(0.8)
1045,38,3906,Switzerland,Switzerland,2025-09-30,0.0,None
1046,38,2471,Switzerland,USA,2025-07-23,0.0,None
1047,38,3829,Switzerland,Switzerland,2025-08-04,0.0,None
1048,38,4419,Switzerland,Switzerland,2025-07-28,0.0,None
1049,38,2892,Switzerland,Russia,2025-08-27,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1050,38,2102,Switzerland,Switzerland,2025-08-05,0.0,None
1051,38,2696,Switzerland,Switzerland,2025-08-09,0.0,None
1052,38,2454,Switzerland,Nigeria,2025-07-30,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1053,38,3196,Switzerland,Switzerland,2025-10-01,0.0,None
1054,38,3341,Switzerland,Switzerland,2025-10-04,0.0,None
1055,38,2955,Switzerland,Russia,2025-09-10,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1056,38,24012,Switzerland,Nigeria,2025-08-16,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1057,38,4093,Switzerland,Switzerland,2025-08-04,0.0,None
1058,38,4385,Switzerland,Switzerland,2025-07-16,0.0,None
1059,38,3546,Switzerland,Switzerland,2025-09-13,0.0,None
1060,38,13931,Switzerland,Switzerland,2025-09-29,0.8,High Transaction Amount(0.8)
1061,38,3743,Switzerland,Nigeria,2025-10-02,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1062,38,4777,Switzerland,China,2025-09-19,0.0,None
1063,38,2969,Switzerland,Germany,2025-10-01,0.0,None
1064,38,4608,Switzerland,Switzerland,2025-09-25,0.0,None
1065,38,3379,Switzerland,Switzerland,2025-08-18,0.0,None
1066,38,2273,Switzerland,Switzerland,2025-09-03,0.0,None
1067,38,4357,Switzerland,Switzerland,2025-07-25,0.0,None
1068,38,3829,Switzerland,Switzerland,2025-08-03,0.0,None
1069,38,3059,Switzerland,Canada,2025-08-01,0.0,None
1070,38,4910,Switzerland,Switzerland,2025-08-05,0.0,None
1071,38,2337,Switzerland,Switzerland,2025-09-29,0.0,None
1072,38,3748,Switzerland,Switzerland,2025-07-24,0.0,None
1073,38,4806,Switzerland,Switzerland,2025-08-05,0.0,None
1074,39,4482,Russia,Russia,2025-08-29,0.9,High-Risk Country (Destination)(0.9)
1075,39,2253,Russia,UAE,2025-10-01,0.0,None
1076,39,47215,Russia,Russia,2025-07-26,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1077,39,2342,Russia,UK,2025-09-25,0.0,None
1078,39,3481,Russia,Russia,2025-08-02,0.9,High-Risk Country (Destination)(0.9)
1079,39,4491,Russia,Russia,2025-09-02,0.9,High-Risk Country (Destination)(0.9)
1080,39,4939,Russia,Russia,2025-10-01,0.9,High-Risk Country (Destination)(0.9)
1081,39,2687,Russia,Russia,2025-08-21,0.9,High-Risk Country (Destination)(0.9)
1082,39,3241,Russia,Switzerland,2025-08-15,0.0,None
1083,39,2531,Russia,Nigeria,2025-08-21,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1084,39,3256,Russia,China,2025-07-21,0.0,None
1085,39,2805,Russia,Russia,2025-09-10,0.9,High-Risk Country (Destination)(0.9)
1086,39,4943,Russia,Russia,2025-10-02,0.9,High-Risk Country (Destination)(0.9)
1087,39,3293,Russia,Russia,2025-09-13,0.9,High-Risk Country (Destination)(0.9)
1088,39,2878,Russia,Russia,2025-09-12,0.9,High-Risk Country (Destination)(0.9)
1089,39,40718,Russia,Russia,2025-10-09,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1090,39,3146,Russia,Germany,2025-09-28,0.0,None
1091,39,4625,Russia,Russia,2025-09-10,0.9,High-Risk Country (Destination)(0.9)
1092,39,3170,Russia,Canada,2025-09-10,0.0,None
1093,39,2435,Russia,Russia,2025-09-04,0.9,High-Risk Country (Destination)(0.9)
1094,39,3044,Russia,Russia,2025-09-18,0.9,High-Risk Country (Destination)(0.9)
1095,39,4236,Russia,Russia,2025-09-14,0.9,High-Risk Country (Destination)(0.9)
1096,39,2228,Russia,Russia,2025-08-05,0.9,High-Risk Country (Destination)(0.9)
1097,39,2291,Russia,Russia,2025-08-31,0.9,High-Risk Country (Destination)(0.9)
1098,39,2997,Russia,Russia,2025-07-26,0.9,High-Risk Country (Destination)(0.9)
1099,39,2587,Russia,Russia,2025-08-23,0.9,High-Risk Country (Destination)(0.9)
1100,39,3207,Russia,Russia,2025-09-18,0.9,High-Risk Country (Destination)(0.9)
1101,39,4450,Russia,Russia,2025-09-08,0.9,High-Risk Country (Destination)(0.9)
1102,39,3888,Russia,China,2025-10-13,0.0,None
1103,39,4498,Russia,Russia,2025-09-06,0.9,High-Risk Country (Destination)(0.9)
1104,39,28514,Russia,Russia,2025-08-23,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1105,39,4740,Russia,Russia,2025-09-13,0.9,High-Risk Country (Destination)(0.9)
1106,39,4460,Russia,Nigeria,2025-08-24,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1107,39,3404,Russia,Canada,2025-10-05,0.0,None
1108,39,16436,Russia,Russia,2025-07-24,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1109,39,2390,Russia,Russia,2025-08-13,0.9,High-Risk Country (Destination)(0.9)
1110,39,3508,Russia,Russia,2025-09-09,0.9,High-Risk Country (Destination)(0.9)
1111,39,2405,Russia,Russia,2025-07-24,0.9,High-Risk Country (Destination)(0.9)
1112,39,4773,Russia,Russia,2025-09-05,0.9,High-Risk Country (Destination)(0.9)
1113,40,2945,USA,USA,2025-07-26,0.0,None
1114,40,4016,USA,USA,2025-10-08,0.0,None
1115,40,4997,USA,USA,2025-10-13,0.0,None
1116,40,2388,USA,USA,2025-09-03,0.0,None
1117,40,4155,USA,USA,2025-10-01,0.0,None
1118,40,47102,USA,USA,2025-07-31,0.8,High Transaction Amount(0.8)
1119,40,2003,USA,Germany,2025-07-22,0.0,None
1120,40,3214,USA,USA,2025-07-29,0.0,None
1121,40,21495,USA,USA,2025-08-19,0.8,High Transaction Amount(0.8)
1122,40,2224,USA,USA,2025-08-31,0.0,None
1123,40,4465,USA,USA,2025-09-06,0.0,None
1124,40,4639,USA,USA,2025-09-15,0.0,None
1125,40,4959,USA,USA,2025-08-31,0.0,None
1126,40,4377,USA,USA,2025-09-06,0.0,None
1127,40,4668,USA,UAE,2025-09-09,0.0,None
1128,41,2044,Canada,Canada,2025-07-21,0.0,None
1129,41,4282,Canada,Canada,2025-08-06,0.0,None
1130,41,2777,Canada,UAE,2025-10-02,0.0,None
1131,41,4052,Canada,Switzerland,2025-09-04,0.0,None
1132,41,2709,Canada,Canada,2025-08-17,0.0,None
1133,41,3736,Canada,Canada,2025-08-19,0.0,None
1134,41,2586,Canada,Canada,2025-07-18,0.0,None
1135,41,20090,Canada,Canada,2025-09-17,0.8,High Transaction Amount(0.8)
1136,41,3112,Canada,Canada,2025-08-22,0.0,None
1137,41,2086,Canada,Canada,2025-10-04,0.0,None
1138,41,3141,Canada,Canada,2025-09-30,0.0,None
1139,41,3211,Canada,USA,2025-08-11,0.0,None
1140,41,4806,Canada,Russia,2025-08-01,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1141,41,3195,Canada,Canada,2025-10-13,0.0,None
1142,41,3882,Canada,Canada,2025-09-04,0.0,None
1143,41,2493,Canada,Canada,2025-08-09,0.0,None
1144,41,3505,Canada,Russia,2025-08-09,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1145,41,4000,Canada,Canada,2025-08-03,0.0,None
1146,41,3886,Canada,UAE,2025-10-02,0.0,None
1147,41,3974,Canada,China,2025-09-09,0.0,None
1148,41,3951,Canada,Canada,2025-10-11,0.0,None
1149,41,2394,Canada,China,2025-09-22,0.0,None
1150,41,4109,Canada,UAE,2025-08-30,0.0,None
1151,41,2998,Canada,Canada,2025-07-28,0.0,None
1152,41,2887,Canada,Canada,2025-10-03,0.0,None
1153,41,4764,Canada,Canada,2025-07-24,0.0,None
1154,41,3603,Canada,Canada,2025-08-12,0.0,None
1155,41,3605,Canada,Canada,2025-09-10,0.0,None
1156,41,3018,Canada,Canada,2025-10-06,0.0,None
1157,41,4929,Canada,Canada,2025-08-11,0.0,None
1158,41,2563,Canada,Canada,2025-08-21,0.0,None
1159,41,3371,Canada,Canada,2025-07-27,0.0,None
1160,41,3544,Canada,Canada,2025-08-15,0.0,None
1161,41,3765,Canada,Canada,2025-08-25,0.0,None
1162,41,2842,Canada,Canada,2025-09-01,0.0,None
1163,41,3867,Canada,Canada,2025-07-30,0.0,None
1164,41,3491,Canada,Canada,2025-08-11,0.0,None
1165,42,2934,USA,USA,2025-10-13,0.0,None
1166,42,2222,USA,UK,2025-08-14,0.0,None
1167,42,3540,USA,USA,2025-09-28,0.0,None
1168,42,2492,USA,USA,2025-09-30,0.0,None
1169,42,3003,USA,USA,2025-09-04,0.0,None
1170,42,4680,USA,USA,2025-09-11,0.0,None
1171,42,3208,USA,USA,2025-10-02,0.0,None
1172,42,3289,USA,USA,2025-09-20,0.0,None
1173,42,4903,USA,USA,2025-09-03,0.0,None
1174,42,4551,USA,USA,2025-08-16,0.0,None
1175,42,2946,USA,USA,2025-09-18,0.0,None
1176,42,2863,USA,USA,2025-08-19,0.0,None
1177,42,3870,USA,USA,2025-10-03,0.0,None
1178,42,2051,USA,USA,2025-09-26,0.0,None
1179,42,43033,USA,USA,2025-07-26,0.8,High Transaction Amount(0.8)
1180,42,2891,USA,USA,2025-09-06,0.0,None
1181,42,4106,USA,USA,2025-07-29,0.0,None
1182,42,4297,USA,Nigeria,2025-08-29,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1183,42,2762,USA,USA,2025-09-17,0.0,None
1184,42,3787,USA,USA,2025-09-17,0.0,None
1185,42,3100,USA,USA,2025-07-29,0.0,None
1186,42,4169,USA,USA,2025-10-10,0.0,None
1187,43,3120,Nigeria,Nigeria,2025-08-28,0.9,High-Risk Country (Destination)(0.9)
1188,43,20186,Nigeria,Nigeria,2025-08-06,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1189,43,4683,Nigeria,Nigeria,2025-09-02,0.9,High-Risk Country (Destination)(0.9)
1190,43,29761,Nigeria,Nigeria,2025-10-01,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1191,43,19928,Nigeria,Nigeria,2025-08-20,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1192,43,2464,Nigeria,Nigeria,2025-09-02,0.9,High-Risk Country (Destination)(0.9)
1193,43,2394,Nigeria,Nigeria,2025-09-10,0.9,High-Risk Country (Destination)(0.9)
1194,43,2060,Nigeria,Nigeria,2025-09-29,0.9,High-Risk Country (Destination)(0.9)
1195,43,2910,Nigeria,Switzerland,2025-09-19,0.0,None
1196,43,3424,Nigeria,Nigeria,2025-09-20,0.9,High-Risk Country (Destination)(0.9)
1197,43,2449,Nigeria,Nigeria,2025-09-04,0.9,High-Risk Country (Destination)(0.9)
1198,43,3697,Nigeria,Nigeria,2025-07-27,0.9,High-Risk Country (Destination)(0.9)
1199,43,4670,Nigeria,Australia,2025-08-10,0.0,None
1200,43,2339,Nigeria,Switzerland,2025-10-04,0.0,None
1201,43,38360,Nigeria,USA,2025-09-16,0.8,High Transaction Amount(0.8)
1202,43,4442,Nigeria,Nigeria,2025-08-02,0.9,High-Risk Country (Destination)(0.9)
1203,43,2338,Nigeria,Nigeria,2025-09-08,0.9,High-Risk Country (Destination)(0.9)
1204,43,18483,Nigeria,Nigeria,2025-08-19,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1205,43,4267,Nigeria,Nigeria,2025-10-06,0.9,High-Risk Country (Destination)(0.9)
1206,43,2576,Nigeria,Nigeria,2025-09-15,0.9,High-Risk Country (Destination)(0.9)
1207,43,25040,Nigeria,Nigeria,2025-08-27,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1208,43,2250,Nigeria,Nigeria,2025-07-20,0.9,High-Risk Country (Destination)(0.9)
1209,43,3557,Nigeria,USA,2025-09-08,0.0,None
1210,43,2341,Nigeria,Nigeria,2025-07-18,0.9,High-Risk Country (Destination)(0.9)
1211,43,3732,Nigeria,Nigeria,2025-07-29,0.9,High-Risk Country (Destination)(0.9)
1212,43,2987,Nigeria,Nigeria,2025-07-23,0.9,High-Risk Country (Destination)(0.9)
1213,43,3348,Nigeria,Nigeria,2025-07-28,0.9,High-Risk Country (Destination)(0.9)
1214,44,28802,Switzerland,Switzerland,2025-09-30,0.8,High Transaction Amount(0.8)
1215,44,18196,Switzerland,Nigeria,2025-09-23,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1216,44,3394,Switzerland,Switzerland,2025-09-22,0.0,None
1217,44,10305,Switzerland,Switzerland,2025-08-05,0.8,High Transaction Amount(0.8)
1218,44,4250,Switzerland,UAE,2025-09-29,0.0,None
1219,44,2499,Switzerland,Switzerland,2025-10-01,0.0,None
1220,44,2180,Switzerland,Germany,2025-07-19,0.0,None
1221,44,3879,Switzerland,Switzerland,2025-07-22,0.0,None
1222,44,3239,Switzerland,Switzerland,2025-08-21,0.0,None
1223,44,3404,Switzerland,Switzerland,2025-07-29,0.0,None
1224,44,2682,Switzerland,Switzerland,2025-07-29,0.0,None
1225,44,46688,Switzerland,Switzerland,2025-09-09,0.8,High Transaction Amount(0.8)
1226,44,45716,Switzerland,Switzerland,2025-09-10,0.8,High Transaction Amount(0.8)
1227,44,2161,Switzerland,Switzerland,2025-07-17,0.0,None
1228,44,4068,Switzerland,Switzerland,2025-08-09,0.0,None
1229,44,34009,Switzerland,Switzerland,2025-10-03,0.8,High Transaction Amount(0.8)
1230,44,3796,Switzerland,Switzerland,2025-08-21,0.0,None
1231,44,4668,Switzerland,Switzerland,2025-09-19,0.0,None
1232,44,45470,Switzerland,Switzerland,2025-07-22,0.8,High Transaction Amount(0.8)
1233,44,3161,Switzerland,Switzerland,2025-08-28,0.0,None
1234,44,2764,Switzerland,Switzerland,2025-07-21,0.0,None
1235,45,4199,Germany,Germany,2025-09-04,0.0,None
1236,45,3633,Germany,Germany,2025-09-04,0.0,None
1237,45,42891,Germany,Germany,2025-09-25,0.8,High Transaction Amount(0.8)
1238,45,2748,Germany,Russia,2025-08-06,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1239,45,3839,Germany,Germany,2025-10-02,0.0,None
1240,45,17857,Germany,Nigeria,2025-10-06,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1241,45,3681,Germany,Germany,2025-09-12,0.0,None
1242,45,2724,Germany,Germany,2025-10-07,0.0,None
1243,45,4191,Germany,Germany,2025-09-06,0.0,None
1244,45,4287,Germany,Switzerland,2025-08-30,0.0,None
1245,45,2416,Germany,Russia,2025-09-30,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1246,45,3510,Germany,Germany,2025-09-08,0.0,None
1247,45,3768,Germany,Germany,2025-09-06,0.0,None
1248,45,3928,Germany,Germany,2025-08-03,0.0,None
1249,45,2704,Germany,UAE,2025-09-05,0.0,None
1250,45,4156,Germany,Germany,2025-08-19,0.0,None
1251,45,2904,Germany,Germany,2025-09-23,0.0,None
1252,45,3227,Germany,Germany,2025-10-07,0.0,None
1253,45,39743,Germany,Germany,2025-10-12,0.8,High Transaction Amount(0.8)
1254,45,2433,Germany,Germany,2025-09-17,0.0,None
1255,45,4354,Germany,Germany,2025-09-19,0.0,None
1256,45,4838,Germany,Germany,2025-07-17,0.0,None
1257,45,36954,Germany,Germany,2025-07-28,0.8,High Transaction Amount(0.8)
1258,45,2501,Germany,Germany,2025-09-24,0.0,None
1259,45,34556,Germany,Australia,2025-07-25,0.8,High Transaction Amount(0.8)
1260,45,3305,Germany,Germany,2025-09-03,0.0,None
1261,45,3152,Germany,Germany,2025-07-20,0.0,None
1262,45,4417,Germany,Germany,2025-09-10,0.0,None
1263,45,3245,Germany,Russia,2025-09-01,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1264,45,4689,Germany,Germany,2025-09-22,0.0,None
1265,45,2795,Germany,Germany,2025-07-18,0.0,None
1266,45,3753,Germany,Switzerland,2025-09-11,0.0,None
1267,45,4579,Germany,Nigeria,2025-09-07,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1268,45,3536,Germany,Germany,2025-07-23,0.0,None
1269,45,3620,Germany,Germany,2025-08-12,0.0,None
1270,45,4366,Germany,UAE,2025-08-24,0.0,None
1271,45,2933,Germany,USA,2025-10-01,0.0,None
1272,45,4682,Germany,Germany,2025-07-19,0.0,None
1273,45,2848,Germany,Germany,2025-07-24,0.0,None
1274,45,4100,Germany,Nigeria,2025-08-04,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1275,45,4084,Germany,Germany,2025-08-21,0.0,None
1276,45,3575,Germany,Nigeria,2025-09-05,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1277,45,4061,Germany,Germany,2025-08-28,0.0,None
1278,46,4429,Russia,Russia,2025-09-26,0.9,High-Risk Country (Destination)(0.9)
1279,46,2061,Russia,Germany,2025-09-26,0.0,None
1280,46,3036,Russia,Russia,2025-07-26,0.9,High-Risk Country (Destination)(0.9)
1281,46,2354,Russia,Russia,2025-10-02,0.9,High-Risk Country (Destination)(0.9)
1282,46,4947,Russia,Russia,2025-09-21,0.9,High-Risk Country (Destination)(0.9)
1283,46,4802,Russia,Russia,2025-08-29,0.9,High-Risk Country (Destination)(0.9)
1284,46,3488,Russia,Russia,2025-08-04,0.9,High-Risk Country (Destination)(0.9)
1285,46,2208,Russia,Russia,2025-10-01,0.9,High-Risk Country (Destination)(0.9)
1286,46,2350,Russia,Russia,2025-10-11,0.9,High-Risk Country (Destination)(0.9)
1287,46,40865,Russia,China,2025-07-23,0.8,High Transaction Amount(0.8)
1288,46,4147,Russia,Russia,2025-08-16,0.9,High-Risk Country (Destination)(0.9)
1289,46,13653,Russia,Russia,2025-10-01,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1290,46,2390,Russia,Russia,2025-08-30,0.9,High-Risk Country (Destination)(0.9)
1291,46,4961,Russia,Russia,2025-09-17,0.9,High-Risk Country (Destination)(0.9)
1292,46,4939,Russia,Russia,2025-10-12,0.9,High-Risk Country (Destination)(0.9)
1293,46,46977,Russia,Russia,2025-10-06,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1294,46,2684,Russia,Russia,2025-08-01,0.9,High-Risk Country (Destination)(0.9)
1295,46,2048,Russia,Nigeria,2025-10-02,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1296,46,10061,Russia,Switzerland,2025-09-07,0.8,High Transaction Amount(0.8)
1297,46,4592,Russia,Russia,2025-08-11,0.9,High-Risk Country (Destination)(0.9)
1298,46,4495,Russia,UK,2025-09-18,0.0,None
1299,46,2199,Russia,Russia,2025-07-31,0.9,High-Risk Country (Destination)(0.9)
1300,46,2779,Russia,Russia,2025-09-12,0.9,High-Risk Country (Destination)(0.9)
1301,46,4065,Russia,USA,2025-10-06,0.0,None
1302,46,4994,Russia,Canada,2025-08-24,0.0,None
1303,46,41301,Russia,Russia,2025-10-01,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1304,46,2893,Russia,Russia,2025-08-21,0.9,High-Risk Country (Destination)(0.9)
1305,46,2190,Russia,Russia,2025-09-02,0.9,High-Risk Country (Destination)(0.9)
1306,47,4492,UK,UK,2025-09-21,0.0,None
1307,47,3016,UK,UK,2025-09-25,0.0,None
1308,47,2120,UK,UK,2025-08-12,0.0,None
1309,47,3764,UK,Nigeria,2025-07-18,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1310,47,4492,UK,UK,2025-08-14,0.0,None
1311,47,2913,UK,UK,2025-07-31,0.0,None
1312,47,3439,UK,UK,2025-08-17,0.0,None
1313,47,3651,UK,UK,2025-08-17,0.0,None
1314,47,3163,UK,UK,2025-08-30,0.0,None
1315,47,3409,UK,UK,2025-07-16,0.0,None
1316,47,4464,UK,UK,2025-07-23,0.0,None
1317,47,2718,UK,USA,2025-07-26,0.0,None
1318,47,2080,UK,Switzerland,2025-09-03,0.0,None
1319,47,2908,UK,UK,2025-08-14,0.0,None
1320,47,2969,UK,UK,2025-10-04,0.0,None
1321,47,4145,UK,UK,2025-09-25,0.0,None
1322,47,3451,UK,UK,2025-07-21,0.0,None
1323,47,3497,UK,UK,2025-08-26,0.0,None
1324,47,3736,UK,UK,2025-08-08,0.0,None
1325,47,4544,UK,UK,2025-09-19,0.0,None
1326,47,2336,UK,UK,2025-09-21,0.0,None
1327,47,3283,UK,UK,2025-10-07,0.0,None
1328,47,4469,UK,UK,2025-09-21,0.0,None
1329,47,2024,UK,UK,2025-08-01,0.0,None
1330,48,3788,Germany,Germany,2025-09-08,0.0,None
1331,48,4275,Germany,Germany,2025-10-10,0.0,None
1332,48,2438,Germany,Germany,2025-09-04,0.0,None
1333,48,2495,Germany,Germany,2025-09-28,0.0,None
1334,48,3334,Germany,Germany,2025-07-24,0.0,None
1335,48,46243,Germany,Germany,2025-09-28,0.8,High Transaction Amount(0.8)
1336,48,3367,Germany,Germany,2025-08-22,0.0,None
1337,48,4429,Germany,UK,2025-08-22,0.0,None
1338,48,4565,Germany,Germany,2025-09-06,0.0,None
1339,48,4076,Germany,Germany,2025-09-23,0.0,None
1340,48,15499,Germany,Germany,2025-08-21,0.8,High Transaction Amount(0.8)
1341,48,3710,Germany,Germany,2025-09-04,0.0,None
1342,48,3973,Germany,Germany,2025-09-24,0.0,None
1343,48,4599,Germany,Germany,2025-08-14,0.0,None
1344,48,3333,Germany,Germany,2025-09-30,0.0,None
1345,48,30335,Germany,Switzerland,2025-08-22,0.8,High Transaction Amount(0.8)
1346,48,2497,Germany,Germany,2025-09-29,0.0,None
1347,48,4275,Germany,USA,2025-09-12,0.0,None
1348,48,4838,Germany,Germany,2025-09-23,0.0,None
1349,48,4554,Germany,Germany,2025-08-27,0.0,None
1350,48,18491,Germany,Germany,2025-10-01,0.8,High Transaction Amount(0.8)
1351,48,2086,Germany,Australia,2025-08-18,0.0,None
1352,48,2148,Germany,Germany,2025-08-24,0.0,None
1353,48,42251,Germany,Germany,2025-07-24,0.8,High Transaction Amount(0.8)
1354,48,3197,Germany,Germany,2025-07-27,0.0,None
1355,48,4439,Germany,Germany,2025-09-25,0.0,None
1356,48,14688,Germany,Australia,2025-08-17,0.8,High Transaction Amount(0.8)
1357,48,2243,Germany,Germany,2025-07-29,0.0,None
1358,48,4636,Germany,Germany,2025-09-13,0.0,None
1359,48,3456,Germany,Germany,2025-10-06,0.0,None
1360,48,38797,Germany,Germany,2025-09-09,0.8,High Transaction Amount(0.8)
1361,48,48038,Germany,Russia,2025-08-04,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
